accession,name,url,organism_name,infraspecific_name,asm_name
GCA_029304315.1,GCA_029304315.1 Eukaryota sp. ASM2930431v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/315/GCA_029304315.1_ASM2930431v1,Eukaryota sp.,na,ASM2930431v1
GCA_029293895.1,GCA_029293895.1 Eukaryota sp. ASM2929389v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/895/GCA_029293895.1_ASM2929389v1,Eukaryota sp.,na,ASM2929389v1
GCA_029293995.1,GCA_029293995.1 Eukaryota sp. ASM2929399v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/995/GCA_029293995.1_ASM2929399v1,Eukaryota sp.,na,ASM2929399v1
GCA_029294075.1,GCA_029294075.1 Eukaryota sp. ASM2929407v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/075/GCA_029294075.1_ASM2929407v1,Eukaryota sp.,na,ASM2929407v1
GCA_029294285.1,GCA_029294285.1 Eukaryota sp. ASM2929428v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/285/GCA_029294285.1_ASM2929428v1,Eukaryota sp.,na,ASM2929428v1
GCA_029294385.1,GCA_029294385.1 Eukaryota sp. ASM2929438v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/385/GCA_029294385.1_ASM2929438v1,Eukaryota sp.,na,ASM2929438v1
GCA_029296535.1,GCA_029296535.1 Eukaryota sp. ASM2929653v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/535/GCA_029296535.1_ASM2929653v1,Eukaryota sp.,na,ASM2929653v1
GCA_029296765.1,GCA_029296765.1 Eukaryota sp. ASM2929676v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/765/GCA_029296765.1_ASM2929676v1,Eukaryota sp.,na,ASM2929676v1
GCA_029296835.1,GCA_029296835.1 Eukaryota sp. ASM2929683v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/835/GCA_029296835.1_ASM2929683v1,Eukaryota sp.,na,ASM2929683v1
GCA_029296815.1,GCA_029296815.1 Eukaryota sp. ASM2929681v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/815/GCA_029296815.1_ASM2929681v1,Eukaryota sp.,na,ASM2929681v1
GCA_029296895.1,GCA_029296895.1 Eukaryota sp. ASM2929689v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/895/GCA_029296895.1_ASM2929689v1,Eukaryota sp.,na,ASM2929689v1
GCA_029297015.1,GCA_029297015.1 Eukaryota sp. ASM2929701v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/015/GCA_029297015.1_ASM2929701v1,Eukaryota sp.,na,ASM2929701v1
GCA_029297305.1,GCA_029297305.1 Eukaryota sp. ASM2929730v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/305/GCA_029297305.1_ASM2929730v1,Eukaryota sp.,na,ASM2929730v1
GCA_029297355.1,GCA_029297355.1 Eukaryota sp. ASM2929735v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/355/GCA_029297355.1_ASM2929735v1,Eukaryota sp.,na,ASM2929735v1
GCA_029297425.1,GCA_029297425.1 Eukaryota sp. ASM2929742v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/425/GCA_029297425.1_ASM2929742v1,Eukaryota sp.,na,ASM2929742v1
GCA_029297555.1,GCA_029297555.1 Eukaryota sp. ASM2929755v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/555/GCA_029297555.1_ASM2929755v1,Eukaryota sp.,na,ASM2929755v1
GCA_029297655.1,GCA_029297655.1 Eukaryota sp. ASM2929765v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/655/GCA_029297655.1_ASM2929765v1,Eukaryota sp.,na,ASM2929765v1
GCA_029297715.1,GCA_029297715.1 Eukaryota sp. ASM2929771v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/715/GCA_029297715.1_ASM2929771v1,Eukaryota sp.,na,ASM2929771v1
GCA_029298005.1,GCA_029298005.1 Eukaryota sp. ASM2929800v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/005/GCA_029298005.1_ASM2929800v1,Eukaryota sp.,na,ASM2929800v1
GCA_029298135.1,GCA_029298135.1 Eukaryota sp. ASM2929813v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/135/GCA_029298135.1_ASM2929813v1,Eukaryota sp.,na,ASM2929813v1
GCA_029298285.1,GCA_029298285.1 Eukaryota sp. ASM2929828v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/285/GCA_029298285.1_ASM2929828v1,Eukaryota sp.,na,ASM2929828v1
GCA_029298385.1,GCA_029298385.1 Eukaryota sp. ASM2929838v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/385/GCA_029298385.1_ASM2929838v1,Eukaryota sp.,na,ASM2929838v1
GCA_029298535.1,GCA_029298535.1 Eukaryota sp. ASM2929853v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/535/GCA_029298535.1_ASM2929853v1,Eukaryota sp.,na,ASM2929853v1
GCA_029298605.1,GCA_029298605.1 Eukaryota sp. ASM2929860v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/605/GCA_029298605.1_ASM2929860v1,Eukaryota sp.,na,ASM2929860v1
GCA_023346095.1,GCA_023346095.1 Eukaryota sp. ASM2334609v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/346/095/GCA_023346095.1_ASM2334609v1,Eukaryota sp.,na,ASM2334609v1
GCA_029293065.1,GCA_029293065.1 Eukaryota sp. ASM2929306v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/065/GCA_029293065.1_ASM2929306v1,Eukaryota sp.,na,ASM2929306v1
GCA_029293145.1,GCA_029293145.1 Eukaryota sp. ASM2929314v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/145/GCA_029293145.1_ASM2929314v1,Eukaryota sp.,na,ASM2929314v1
GCA_029293255.1,GCA_029293255.1 Eukaryota sp. ASM2929325v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/255/GCA_029293255.1_ASM2929325v1,Eukaryota sp.,na,ASM2929325v1
GCA_029293745.1,GCA_029293745.1 Eukaryota sp. ASM2929374v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/745/GCA_029293745.1_ASM2929374v1,Eukaryota sp.,na,ASM2929374v1
GCA_029293775.1,GCA_029293775.1 Eukaryota sp. ASM2929377v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/775/GCA_029293775.1_ASM2929377v1,Eukaryota sp.,na,ASM2929377v1
GCA_029293845.1,GCA_029293845.1 Eukaryota sp. ASM2929384v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/845/GCA_029293845.1_ASM2929384v1,Eukaryota sp.,na,ASM2929384v1
GCA_029293865.1,GCA_029293865.1 Eukaryota sp. ASM2929386v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/865/GCA_029293865.1_ASM2929386v1,Eukaryota sp.,na,ASM2929386v1
GCA_029293965.1,GCA_029293965.1 Eukaryota sp. ASM2929396v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/965/GCA_029293965.1_ASM2929396v1,Eukaryota sp.,na,ASM2929396v1
GCA_029294185.1,GCA_029294185.1 Eukaryota sp. ASM2929418v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/294/185/GCA_029294185.1_ASM2929418v1,Eukaryota sp.,na,ASM2929418v1
GCA_029296345.1,GCA_029296345.1 Eukaryota sp. ASM2929634v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/345/GCA_029296345.1_ASM2929634v1,Eukaryota sp.,na,ASM2929634v1
GCA_029296445.1,GCA_029296445.1 Eukaryota sp. ASM2929644v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/445/GCA_029296445.1_ASM2929644v1,Eukaryota sp.,na,ASM2929644v1
GCA_029296875.1,GCA_029296875.1 Eukaryota sp. ASM2929687v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/875/GCA_029296875.1_ASM2929687v1,Eukaryota sp.,na,ASM2929687v1
GCA_029296995.1,GCA_029296995.1 Eukaryota sp. ASM2929699v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/296/995/GCA_029296995.1_ASM2929699v1,Eukaryota sp.,na,ASM2929699v1
GCA_029297115.1,GCA_029297115.1 Eukaryota sp. ASM2929711v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/115/GCA_029297115.1_ASM2929711v1,Eukaryota sp.,na,ASM2929711v1
GCA_029297135.1,GCA_029297135.1 Eukaryota sp. ASM2929713v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/135/GCA_029297135.1_ASM2929713v1,Eukaryota sp.,na,ASM2929713v1
GCA_029297145.1,GCA_029297145.1 Eukaryota sp. ASM2929714v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/145/GCA_029297145.1_ASM2929714v1,Eukaryota sp.,na,ASM2929714v1
GCA_029297235.1,GCA_029297235.1 Eukaryota sp. ASM2929723v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/235/GCA_029297235.1_ASM2929723v1,Eukaryota sp.,na,ASM2929723v1
GCA_029297335.1,GCA_029297335.1 Eukaryota sp. ASM2929733v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/335/GCA_029297335.1_ASM2929733v1,Eukaryota sp.,na,ASM2929733v1
GCA_029297395.1,GCA_029297395.1 Eukaryota sp. ASM2929739v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/395/GCA_029297395.1_ASM2929739v1,Eukaryota sp.,na,ASM2929739v1
GCA_029297435.1,GCA_029297435.1 Eukaryota sp. ASM2929743v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/435/GCA_029297435.1_ASM2929743v1,Eukaryota sp.,na,ASM2929743v1
GCA_029297515.1,GCA_029297515.1 Eukaryota sp. ASM2929751v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/515/GCA_029297515.1_ASM2929751v1,Eukaryota sp.,na,ASM2929751v1
GCA_029297695.1,GCA_029297695.1 Eukaryota sp. ASM2929769v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/695/GCA_029297695.1_ASM2929769v1,Eukaryota sp.,na,ASM2929769v1
GCA_029297765.1,GCA_029297765.1 Eukaryota sp. ASM2929776v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/297/765/GCA_029297765.1_ASM2929776v1,Eukaryota sp.,na,ASM2929776v1
GCA_029298045.1,GCA_029298045.1 Eukaryota sp. ASM2929804v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/045/GCA_029298045.1_ASM2929804v1,Eukaryota sp.,na,ASM2929804v1
GCA_029298175.1,GCA_029298175.1 Eukaryota sp. ASM2929817v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/175/GCA_029298175.1_ASM2929817v1,Eukaryota sp.,na,ASM2929817v1
GCA_029298225.1,GCA_029298225.1 Eukaryota sp. ASM2929822v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/225/GCA_029298225.1_ASM2929822v1,Eukaryota sp.,na,ASM2929822v1
GCA_029298495.1,GCA_029298495.1 Eukaryota sp. ASM2929849v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/495/GCA_029298495.1_ASM2929849v1,Eukaryota sp.,na,ASM2929849v1
GCA_029298035.1,GCA_029298035.1 Eukaryota sp. ASM2929803v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/035/GCA_029298035.1_ASM2929803v1,Eukaryota sp.,na,ASM2929803v1
GCA_029298095.1,GCA_029298095.1 Eukaryota sp. ASM2929809v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/095/GCA_029298095.1_ASM2929809v1,Eukaryota sp.,na,ASM2929809v1
GCA_029298545.1,GCA_029298545.1 Eukaryota sp. ASM2929854v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/545/GCA_029298545.1_ASM2929854v1,Eukaryota sp.,na,ASM2929854v1
GCA_029298645.1,GCA_029298645.1 Eukaryota sp. ASM2929864v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/298/645/GCA_029298645.1_ASM2929864v1,Eukaryota sp.,na,ASM2929864v1
GCA_029299735.1,GCA_029299735.1 Eukaryota sp. ASM2929973v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/735/GCA_029299735.1_ASM2929973v1,Eukaryota sp.,na,ASM2929973v1
GCA_029299985.1,GCA_029299985.1 Eukaryota sp. ASM2929998v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/985/GCA_029299985.1_ASM2929998v1,Eukaryota sp.,na,ASM2929998v1
GCA_029300875.1,GCA_029300875.1 Eukaryota sp. ASM2930087v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/875/GCA_029300875.1_ASM2930087v1,Eukaryota sp.,na,ASM2930087v1
GCA_029300965.1,GCA_029300965.1 Eukaryota sp. ASM2930096v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/965/GCA_029300965.1_ASM2930096v1,Eukaryota sp.,na,ASM2930096v1
GCA_029301015.1,GCA_029301015.1 Eukaryota sp. ASM2930101v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/015/GCA_029301015.1_ASM2930101v1,Eukaryota sp.,na,ASM2930101v1
GCA_029301075.1,GCA_029301075.1 Eukaryota sp. ASM2930107v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/075/GCA_029301075.1_ASM2930107v1,Eukaryota sp.,na,ASM2930107v1
GCA_029301175.1,GCA_029301175.1 Eukaryota sp. ASM2930117v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/175/GCA_029301175.1_ASM2930117v1,Eukaryota sp.,na,ASM2930117v1
GCA_029302475.1,GCA_029302475.1 Eukaryota sp. ASM2930247v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/475/GCA_029302475.1_ASM2930247v1,Eukaryota sp.,na,ASM2930247v1
GCA_029302515.1,GCA_029302515.1 Eukaryota sp. ASM2930251v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/515/GCA_029302515.1_ASM2930251v1,Eukaryota sp.,na,ASM2930251v1
GCA_029302565.1,GCA_029302565.1 Eukaryota sp. ASM2930256v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/565/GCA_029302565.1_ASM2930256v1,Eukaryota sp.,na,ASM2930256v1
GCA_029302615.1,GCA_029302615.1 Eukaryota sp. ASM2930261v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/615/GCA_029302615.1_ASM2930261v1,Eukaryota sp.,na,ASM2930261v1
GCA_029302645.1,GCA_029302645.1 Eukaryota sp. ASM2930264v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/645/GCA_029302645.1_ASM2930264v1,Eukaryota sp.,na,ASM2930264v1
GCA_029302775.1,GCA_029302775.1 Eukaryota sp. ASM2930277v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/775/GCA_029302775.1_ASM2930277v1,Eukaryota sp.,na,ASM2930277v1
GCA_029302965.1,GCA_029302965.1 Eukaryota sp. ASM2930296v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/965/GCA_029302965.1_ASM2930296v1,Eukaryota sp.,na,ASM2930296v1
GCA_029290955.1,GCA_029290955.1 Eukaryota sp. ASM2929095v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/290/955/GCA_029290955.1_ASM2929095v1,Eukaryota sp.,na,ASM2929095v1
GCA_029291795.1,GCA_029291795.1 Eukaryota sp. ASM2929179v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/291/795/GCA_029291795.1_ASM2929179v1,Eukaryota sp.,na,ASM2929179v1
GCA_029291835.1,GCA_029291835.1 Eukaryota sp. ASM2929183v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/291/835/GCA_029291835.1_ASM2929183v1,Eukaryota sp.,na,ASM2929183v1
GCA_029292055.1,GCA_029292055.1 Eukaryota sp. ASM2929205v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/055/GCA_029292055.1_ASM2929205v1,Eukaryota sp.,na,ASM2929205v1
GCA_029292265.1,GCA_029292265.1 Eukaryota sp. ASM2929226v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/265/GCA_029292265.1_ASM2929226v1,Eukaryota sp.,na,ASM2929226v1
GCA_029292395.1,GCA_029292395.1 Eukaryota sp. ASM2929239v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/395/GCA_029292395.1_ASM2929239v1,Eukaryota sp.,na,ASM2929239v1
GCA_029290775.1,GCA_029290775.1 Eukaryota sp. ASM2929077v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/290/775/GCA_029290775.1_ASM2929077v1,Eukaryota sp.,na,ASM2929077v1
GCA_029290835.1,GCA_029290835.1 Eukaryota sp. ASM2929083v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/290/835/GCA_029290835.1_ASM2929083v1,Eukaryota sp.,na,ASM2929083v1
GCA_029290925.1,GCA_029290925.1 Eukaryota sp. ASM2929092v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/290/925/GCA_029290925.1_ASM2929092v1,Eukaryota sp.,na,ASM2929092v1
GCA_029291895.1,GCA_029291895.1 Eukaryota sp. ASM2929189v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/291/895/GCA_029291895.1_ASM2929189v1,Eukaryota sp.,na,ASM2929189v1
GCA_029291985.1,GCA_029291985.1 Eukaryota sp. ASM2929198v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/291/985/GCA_029291985.1_ASM2929198v1,Eukaryota sp.,na,ASM2929198v1
GCA_029292095.1,GCA_029292095.1 Eukaryota sp. ASM2929209v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/095/GCA_029292095.1_ASM2929209v1,Eukaryota sp.,na,ASM2929209v1
GCA_029292165.1,GCA_029292165.1 Eukaryota sp. ASM2929216v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/165/GCA_029292165.1_ASM2929216v1,Eukaryota sp.,na,ASM2929216v1
GCA_029292325.1,GCA_029292325.1 Eukaryota sp. ASM2929232v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/325/GCA_029292325.1_ASM2929232v1,Eukaryota sp.,na,ASM2929232v1
GCA_029292465.1,GCA_029292465.1 Eukaryota sp. ASM2929246v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/465/GCA_029292465.1_ASM2929246v1,Eukaryota sp.,na,ASM2929246v1
GCA_029292535.1,GCA_029292535.1 Eukaryota sp. ASM2929253v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/535/GCA_029292535.1_ASM2929253v1,Eukaryota sp.,na,ASM2929253v1
GCA_029292745.1,GCA_029292745.1 Eukaryota sp. ASM2929274v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/292/745/GCA_029292745.1_ASM2929274v1,Eukaryota sp.,na,ASM2929274v1
GCA_029293085.1,GCA_029293085.1 Eukaryota sp. ASM2929308v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/085/GCA_029293085.1_ASM2929308v1,Eukaryota sp.,na,ASM2929308v1
GCA_029293165.1,GCA_029293165.1 Eukaryota sp. ASM2929316v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/165/GCA_029293165.1_ASM2929316v1,Eukaryota sp.,na,ASM2929316v1
GCA_029293595.1,GCA_029293595.1 Eukaryota sp. ASM2929359v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/595/GCA_029293595.1_ASM2929359v1,Eukaryota sp.,na,ASM2929359v1
GCA_029293625.1,GCA_029293625.1 Eukaryota sp. ASM2929362v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/625/GCA_029293625.1_ASM2929362v1,Eukaryota sp.,na,ASM2929362v1
GCA_029293695.1,GCA_029293695.1 Eukaryota sp. ASM2929369v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/695/GCA_029293695.1_ASM2929369v1,Eukaryota sp.,na,ASM2929369v1
GCA_029293735.1,GCA_029293735.1 Eukaryota sp. ASM2929373v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/735/GCA_029293735.1_ASM2929373v1,Eukaryota sp.,na,ASM2929373v1
GCA_029293795.1,GCA_029293795.1 Eukaryota sp. ASM2929379v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/293/795/GCA_029293795.1_ASM2929379v1,Eukaryota sp.,na,ASM2929379v1
GCA_029299615.1,GCA_029299615.1 Eukaryota sp. ASM2929961v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/615/GCA_029299615.1_ASM2929961v1,Eukaryota sp.,na,ASM2929961v1
GCA_029299695.1,GCA_029299695.1 Eukaryota sp. ASM2929969v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/695/GCA_029299695.1_ASM2929969v1,Eukaryota sp.,na,ASM2929969v1
GCA_029299715.1,GCA_029299715.1 Eukaryota sp. ASM2929971v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/715/GCA_029299715.1_ASM2929971v1,Eukaryota sp.,na,ASM2929971v1
GCA_029299795.1,GCA_029299795.1 Eukaryota sp. ASM2929979v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/795/GCA_029299795.1_ASM2929979v1,Eukaryota sp.,na,ASM2929979v1
GCA_029299815.1,GCA_029299815.1 Eukaryota sp. ASM2929981v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/299/815/GCA_029299815.1_ASM2929981v1,Eukaryota sp.,na,ASM2929981v1
GCA_029300155.1,GCA_029300155.1 Eukaryota sp. ASM2930015v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/155/GCA_029300155.1_ASM2930015v1,Eukaryota sp.,na,ASM2930015v1
GCA_029300835.1,GCA_029300835.1 Eukaryota sp. ASM2930083v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/835/GCA_029300835.1_ASM2930083v1,Eukaryota sp.,na,ASM2930083v1
GCA_029300855.1,GCA_029300855.1 Eukaryota sp. ASM2930085v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/855/GCA_029300855.1_ASM2930085v1,Eukaryota sp.,na,ASM2930085v1
GCA_029300895.1,GCA_029300895.1 Eukaryota sp. ASM2930089v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/895/GCA_029300895.1_ASM2930089v1,Eukaryota sp.,na,ASM2930089v1
GCA_029300935.1,GCA_029300935.1 Eukaryota sp. ASM2930093v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/300/935/GCA_029300935.1_ASM2930093v1,Eukaryota sp.,na,ASM2930093v1
GCA_029301055.1,GCA_029301055.1 Eukaryota sp. ASM2930105v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/055/GCA_029301055.1_ASM2930105v1,Eukaryota sp.,na,ASM2930105v1
GCA_029301155.1,GCA_029301155.1 Eukaryota sp. ASM2930115v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/155/GCA_029301155.1_ASM2930115v1,Eukaryota sp.,na,ASM2930115v1
GCA_029301185.1,GCA_029301185.1 Eukaryota sp. ASM2930118v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/185/GCA_029301185.1_ASM2930118v1,Eukaryota sp.,na,ASM2930118v1
GCA_029301455.1,GCA_029301455.1 Eukaryota sp. ASM2930145v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/455/GCA_029301455.1_ASM2930145v1,Eukaryota sp.,na,ASM2930145v1
GCA_029301815.1,GCA_029301815.1 Eukaryota sp. ASM2930181v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/301/815/GCA_029301815.1_ASM2930181v1,Eukaryota sp.,na,ASM2930181v1
GCA_029302405.1,GCA_029302405.1 Eukaryota sp. ASM2930240v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/405/GCA_029302405.1_ASM2930240v1,Eukaryota sp.,na,ASM2930240v1
GCA_029302655.1,GCA_029302655.1 Eukaryota sp. ASM2930265v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/655/GCA_029302655.1_ASM2930265v1,Eukaryota sp.,na,ASM2930265v1
GCA_029302735.1,GCA_029302735.1 Eukaryota sp. ASM2930273v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/735/GCA_029302735.1_ASM2930273v1,Eukaryota sp.,na,ASM2930273v1
GCA_029302895.1,GCA_029302895.1 Eukaryota sp. ASM2930289v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/302/895/GCA_029302895.1_ASM2930289v1,Eukaryota sp.,na,ASM2930289v1
GCA_029304125.1,GCA_029304125.1 Eukaryota sp. ASM2930412v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/125/GCA_029304125.1_ASM2930412v1,Eukaryota sp.,na,ASM2930412v1
GCA_029304195.1,GCA_029304195.1 Eukaryota sp. ASM2930419v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/195/GCA_029304195.1_ASM2930419v1,Eukaryota sp.,na,ASM2930419v1
GCA_029304275.1,GCA_029304275.1 Eukaryota sp. ASM2930427v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/304/275/GCA_029304275.1_ASM2930427v1,Eukaryota sp.,na,ASM2930427v1
GCA_029290655.1,GCA_029290655.1 Eukaryota sp. ASM2929065v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/290/655/GCA_029290655.1_ASM2929065v1,Eukaryota sp.,na,ASM2929065v1
GCA_029290985.1,GCA_029290985.1 Eukaryota sp. ASM2929098v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/290/985/GCA_029290985.1_ASM2929098v1,Eukaryota sp.,na,ASM2929098v1
GCA_029290975.1,GCA_029290975.1 Eukaryota sp. ASM2929097v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/290/975/GCA_029290975.1_ASM2929097v1,Eukaryota sp.,na,ASM2929097v1
GCA_029291735.1,GCA_029291735.1 Eukaryota sp. ASM2929173v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/291/735/GCA_029291735.1_ASM2929173v1,Eukaryota sp.,na,ASM2929173v1
GCA_029291905.1,GCA_029291905.1 Eukaryota sp. ASM2929190v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/291/905/GCA_029291905.1_ASM2929190v1,Eukaryota sp.,na,ASM2929190v1
